Interview_Score,Skills_Matched,Shortlisted
8.730596841478741,3.2452028839008715,Yes
6.070918773238253,2.105575841137292,No
8.254655884450049,2.682728917600694,Yes
6.136731843102471,2.777710787553898,No
8.78592128071233,3.233439707336074,Yes
3.498676706225826,3.4531142438386175,No
7.650689935115975,2.1361211424316235,No
7.544514201733677,1.4481345623612543,Yes
8.253624884436265,2.6477660671226424,Yes
5.857786941864653,3.0453548927556433,No
8.582278552247557,3.0279167828666944,Yes
8.509381000173532,3.177111471876687,Yes
4.972511856387521,2.3258850008365153,No
8.93657734829748,3.8564218821773433,Yes
5.865541483553569,3.196683412416399,No
3.886729273117273,3.393096985174661,No
8.540108789244265,2.9722312104718824,Yes
7.530778457195687,1.5594782751305118,No
3.2363682669022893,3.2559920547500276,No
3.5765370341049447,4.65997362539011,No
8.594887305345758,2.942683685730864,Yes
8.849564065824428,3.709506062044342,Yes
8.087662641322066,2.5137828041979033,Yes
9.25453169075563,4.058358840035381,Yes
7.751396768978161,1.791657384271481,Yes
3.6690214470854094,3.6760807206873474,No
8.435778513048245,1.7992706610671632,No
8.475781850615943,2.8980461462619678,Yes
7.630983937186162,1.7206300262404763,No
2.9213842359608417,3.965723796487094,No
8.469548088440561,2.970299887543449,Yes
9.305859683249409,4.486683278390585,Yes
5.252200667319597,4.306036407618824,No
6.530362443241715,2.5316858718504323,No
8.546820815778567,3.0981998061018117,Yes
8.990615516570927,3.7040203410335755,Yes
9.060262344143105,3.9148647536103085,Yes
6.421712289074065,2.1864067956367164,No
4.719362618106716,2.9008405013518854,No
8.599785457120793,3.16980612894314,Yes
6.642275327052214,2.0793604704854487,No
5.123329275587401,4.281445428141228,No
9.279696831411904,4.136951201715878,Yes
2.98744196801308,3.6929040821924493,No
5.739273701768636,3.2622179622263006,No
8.077776481008073,2.311387735933687,Yes
6.035759974051662,3.01020515902709,No
5.795094802891605,2.626892625455638,No
5.2109179969136195,4.3068578256662144,No
7.349127312246118,0.9663120784609864,Yes
6.460414313683142,2.9008655202104805,No
6.416138799189756,2.900608216888958,No
5.121916768221336,3.4068489600511267,No
5.45299024656384,3.0084549847708963,No
3.030235812148777,3.873846615894077,No
9.337844283105884,4.278945888127901,Yes
6.415684539750346,3.0838917334610434,No
7.5352207351333345,1.4993355334188394,Yes
6.451306894352754,2.360449194132116,No
4.557118969741863,3.491764335411317,No
8.856494565079812,3.519132526563894,Yes
8.521012050542536,3.059851479537055,Yes
7.217777959563911,0.782353329929145,No
9.230153551192267,3.884131840910386,Yes
7.64353384218752,1.6748016422608156,Yes
8.768258251974409,3.3705249655251315,Yes
7.408061944931109,1.3445416062115234,Yes
3.5285052067780813,3.6908504473899235,No
4.815476142520172,3.990221978650694,No
8.612116269140833,3.1754503861992758,Yes
8.247514822635662,2.5353384264326344,Yes
8.261954631105406,2.6840607429321204,Yes
9.435673480470129,4.461543349888547,Yes
5.8593659493955395,3.2280993812837875,No
1.996548031138996,4.942825250503985,No
8.221390698356062,2.6469826141997252,Yes
5.792328853136862,1.7671279640653315,No
8.019378295096994,2.2233045760060306,Yes
7.8823693704151365,2.0390997325742335,Yes
4.988665801868223,3.2799038345373908,No
8.311712207308902,2.56960790924792,Yes
8.542882093081154,3.110342357633648,Yes
7.616167344419096,2.0911716223525154,No
8.2804765500065,2.6530971018828877,Yes
8.371497571257036,2.5931857419603768,Yes
7.567273651608344,1.3998649412656285,Yes
3.1294391078052,4.544720666767988,No
8.572054222919476,3.2298756370217134,Yes
9.355670372616197,4.416944601267616,Yes
6.167264601355605,2.142335850295459,No
7.125343712861653,0.6853010554708576,Yes
8.254541569983877,2.4482569712365527,Yes
8.37630079085775,2.6697703793240697,Yes
6.953083680399062,0.5987800917140342,Yes
4.170426495554235,4.8151118282282805,No
8.03236673279818,2.189867441393704,Yes
8.162973368642469,2.554899999911928,Yes
9.446660940810286,4.497025383932299,Yes
3.640039698805891,3.5796836192726498,No
8.06688245414825,2.4310329258359995,Yes
5.28904415053575,2.892662034177712,No
8.742437469463592,3.2669714774735326,Yes
6.987732023196078,3.053070886955486,No
5.779870584928451,3.0290729695878484,No
6.707022339142033,2.253208924593536,Yes
4.992492807705389,3.182911672765436,No
5.803233481661632,2.8837517889090463,No
9.243581127006522,4.042641263256431,Yes
7.913786507101159,2.132761313535917,Yes
5.541444996558123,3.2509338185814034,No
8.194304160702574,2.397777110227839,Yes
8.827525603700574,3.6449709521739484,Yes
5.5860622026108935,2.459956645668906,No
9.079100171411392,3.8024692698697935,Yes
7.504389362908662,1.5287044402396095,No
5.385801337698137,2.8378477457263673,No
8.002512217413237,2.2983048241290196,Yes
3.6996506053124305,3.9763861472847477,No
8.464803823616567,3.0019306325513,Yes
5.069560679844375,2.8640168005405924,No
9.696139650680305,4.784338803848987,Yes
7.935844369340366,2.235871217981365,Yes
6.027736386634359,2.0149041669850796,No
3.9977757357840993,3.787303372754536,No
8.163326587689538,2.283718828018288,Yes
5.900871929588394,2.256829954400808,Yes
4.403947793184708,2.6280410161561463,No
8.360414480655248,2.8404883464070916,Yes
7.968078569292832,2.209128463983849,Yes
5.004740569382551,4.865142406333128,No
6.52235900386423,2.290070723222888,No
8.396846715574195,2.5830965803353165,Yes
9.037359150704392,3.718416492947264,Yes
8.387891156021546,2.8759057334610914,Yes
9.221683107863921,4.107283422080427,Yes
9.001972181790912,3.7049584739300867,Yes
6.935397167219445,2.089059807413723,No
6.469635490298997,2.9563817423318364,No
8.419122043654546,2.8522826534333494,Yes
3.7555967365141965,4.0591307712398335,No
7.57844897112263,1.486334963643344,Yes
8.99257599013537,3.734987995457983,Yes
8.796981367517889,3.491983341373679,Yes
7.406121326095665,1.2614054000744286,Yes
5.858774008106912,1.9757826255051028,No
6.561328820947176,2.253271912082701,No
8.23902642127224,2.595505467749472,No
8.251154255990555,2.6251638827703503,Yes
4.258170629774611,4.140666449157999,No
9.630696655516552,4.847807061050163,Yes
8.055589476683588,2.4711416429861726,Yes
9.027814014475261,3.782969186054418,Yes
8.720827769345664,3.5479127165000315,Yes
5.929161530455872,2.776380864331695,No
6.35146314340738,2.5572371904121707,No
5.938914745558491,3.2132243633865003,No
7.870588611588591,2.10679522274393,Yes
6.891268108464407,1.6528260423270476,No
9.126425990169201,4.121844754187228,Yes
4.702857139616503,3.0242049754272093,No
5.82336316005292,3.6167755900509286,No
8.64201059024126,3.391837206287719,Yes
4.347846054706835,3.825771660068315,No
6.563274278428581,2.242307402311189,No
6.190275614456361,2.2415976918296683,No
4.718252672554356,3.838572476671391,No
9.509793344067543,4.467408458646625,Yes
6.822648324802629,1.6153014893977642,Yes
5.14997404774045,3.943004815625032,No
4.668237965209874,3.020061068300331,No
4.182099257616961,4.414541571026341,No
8.02598913962604,2.2443728158623566,Yes
8.590313176580459,3.216421626851395,Yes
9.577949491444807,4.892576256616213,Yes
3.943186730535718,4.362816851983206,Yes
8.075258174712898,2.253771702941213,Yes
8.885746514306758,3.573659261576343,Yes
5.1265554204177235,3.7815250210760767,No
7.064334635942206,2.1565858750337625,No
3.310510055194474,2.9937729325372957,No
5.990268371240619,2.380688154982808,Yes
5.786424792744748,3.2542398001947657,Yes
8.247748481670603,2.5449808809978616,Yes
8.524581310081176,3.038967012217273,Yes
4.499584693487874,3.3097111037966602,No
9.454419220805578,0.08763207479469326,No
9.329259477222172,4.554471781154094,Yes
6.084370200394919,3.778136454698844,No
8.108618215431903,2.2107777208819632,Yes
6.579721589773905,2.8731923617304975,No
6.31546456475514,2.9152089806639623,No
7.5593714203200655,2.1218800669898505,No
5.250898009562752,4.699682414730716,No
8.002540972930928,2.3260213820267044,Yes
8.318315813327027,2.85410285322844,Yes
8.294289943936967,2.523519934394634,Yes
6.051921113469968,2.302801566273889,No
8.506343029497902,2.9217490713509298,Yes
4.498149594314229,3.0023071885566828,No
4.839834807485479,3.735033511177079,Yes
4.92633697785204,3.147437732611066,No
8.463717038688706,3.0005353789921188,Yes
8.549875048429351,3.033467741851423,Yes
5.115030477393175,2.916169654741185,No
7.357289426534277,1.6344702432774272,No
8.495494398232191,2.995776241855512,Yes
7.6197927434620905,1.4486986067010952,No
8.49022443829191,2.906154449387098,Yes
5.77599833771973,2.960007598846696,No
5.095738812637521,1.9994612849696427,No
5.878148720040871,2.8742366475835084,No
5.030803119227829,3.0625142851678997,No
9.755453145349538,5.051643858411534,Yes
7.3682514911418835,1.250447590825684,Yes
3.5902008079157333,4.373320769829522,No
9.097210604457926,4.019954002965222,Yes
8.342255922395626,2.792352807368165,Yes
4.541093518306247,3.1646958083553796,No
7.8420146649942755,1.8117938657413977,No
9.189171514472635,4.192180427547436,Yes
9.672202842644259,4.696211286043265,Yes
5.841083368625192,3.5279430550267,No
8.365709504653497,2.9383033736953483,Yes
1.612415720926176,5.7785597086202305,No
8.838870468745924,3.5299115893650765,Yes
8.396573226803296,2.9108887336724303,Yes
9.013894985299363,3.628562418043664,Yes
5.7078357880930835,2.2146712579280945,No
8.484674187619921,3.0386134504356273,Yes
6.345265829967406,2.2991091078709904,No
9.601331660130745,4.945009791745173,Yes
8.742600834947059,3.2446174691308833,Yes
8.421665776484428,3.005152456530279,Yes
3.7056744009345173,4.075749827167897,No
8.353822443490463,2.666922189116205,Yes
5.169493216886007,3.3323677578130573,No
7.941697265293369,2.2754637597631633,Yes
7.482991344591194,2.2226733527534166,No
4.02258073991163,3.8860946473998386,No
7.759482178533121,1.9456242579591463,Yes
6.199279335757664,2.9963622441989477,No
8.875577777090687,3.654985919840472,Yes
8.936027270748566,3.546518464506799,Yes
4.131552248875806,3.097972584086043,No
9.010729387014482,3.8397601816783187,Yes
9.862987737926417,5.208247979552047,Yes
6.405277279226852,2.723664314690062,No
7.608315097125711,1.9360083721069588,No
8.834075469556412,3.563632097102302,Yes
8.396440975557839,2.7858986293992576,Yes
9.045289306539924,3.895813792069772,Yes
8.656533017176825,3.2234271633307383,Yes
8.654676279418442,3.4021702801981752,Yes
5.212970570417879,3.5689606514384793,No
4.579867787156429,4.246545640512963,No
7.840078982440444,1.8214811734791343,Yes
4.662319743419452,3.3584591479353594,No
7.712911727730787,1.922509679363275,Yes
8.249921712960218,2.5521680045947024,Yes
8.76273199035434,3.4139244792380232,Yes
9.736830746739317,4.839748675234898,Yes
8.92040557847407,3.6505450602241103,Yes
9.481003925980472,4.596211217613323,Yes
8.33824122037304,2.576582952637919,Yes
8.135155778327245,2.5285361264497475,Yes
4.744915354299595,3.4798833627816235,No
7.960841802226912,2.0872281001598028,Yes
5.840799647304539,3.6080719744503202,No
3.7832654852197747,3.442320925231019,No
4.1813540456812275,3.1152770112184793,No
6.539950965990968,2.634745239622669,No
7.900041573605047,2.281044486973742,Yes
8.48062815437684,3.0994488370797466,Yes
7.747852867698852,1.9003183640567785,Yes
8.71544158705918,3.4620180272246284,Yes
5.1152729533885015,2.787636684073131,No
8.863257254915535,3.527127629366107,Yes
8.887156555388156,3.4666833168976146,Yes
5.851344155181547,3.124091039060355,No
5.441962481944819,4.108049491720146,No
9.529294868351469,4.841456696947364,Yes
6.005433249459973,2.18187417327145,No
8.44305751775579,2.836564837042685,Yes
8.255823983511965,2.6761630641884238,Yes
9.504266062134182,4.644878385482064,Yes
9.526042722521392,4.720492967429133,Yes
8.104642105194474,2.4050620463286276,Yes
7.1787312304448925,2.537039635471128,No
6.476055858382879,2.8094809233146485,No
4.381871888722148,3.8102136528705213,No
8.197673836205052,2.5215986860693302,Yes
5.891764494613406,1.6172394129320673,No
4.391632638774877,2.458980088720161,No
8.775261945068763,3.3819083165262467,Yes
8.84313693533356,3.5567239073409076,Yes
8.156278186596364,2.3020764825090683,Yes
9.444049231298013,4.4632619173201205,Yes
6.0411783721867085,2.985940576425753,No
5.29084096193758,2.5559946571751437,No
8.405699594491225,2.9461164473602626,Yes
8.492943380699336,2.9645439831007154,Yes
8.347485315003295,2.967474271661089,Yes
6.527905584700469,2.8211206644069247,No
8.117773914318729,1.620409561388747,No
8.48573266768176,3.036170097001334,Yes
6.076415042970818,2.3501354974804594,No
2.923465916005588,4.922786399049707,No
8.768558855687733,3.4440806040437866,Yes
5.928953351284413,2.4259122305037617,No
5.88133809005668,2.583319156938489,No
5.414449118543341,2.991455319415884,No
8.585131119826622,3.113022682073842,Yes
8.74980414471882,3.45195599589064,Yes
5.573802740309259,3.6150069064367525,No
8.133242927308094,2.6733181433873536,Yes
5.312927629406219,3.2720618031306676,No
4.227607128978404,3.8745656097597463,No
5.13914439270061,3.5693267148561514,Yes
7.53044769126595,2.0220427163667924,No
8.987489259352937,3.7955818275518296,Yes
8.164496791130453,2.5345580801002066,Yes
7.321315999477499,1.3238271445119776,No
8.807184874972531,3.5739906528968786,Yes
8.73463338774531,3.319323396476425,No
5.109428716284807,2.8242266103631484,No
8.440956940450562,2.7857578477889042,Yes
8.323583456310127,2.6958580047341574,Yes
7.516693722666588,1.1889522130581387,No
5.453651654303169,2.635230530076654,No
6.840492296792535,1.6128416583657104,No
9.575824989887487,4.620328299563722,Yes
9.073321688812763,3.7232720691877583,Yes
8.819941473523766,3.601173547760041,Yes
5.410005344788292,2.8570851832427575,No
4.518500888243597,3.776176594664789,No
8.034639162768338,2.089298429897096,Yes
5.68637965318586,3.0512461787255547,No
5.363524493818081,2.65879469875557,No
8.371356427817368,2.6980272550929927,Yes
3.6277928844177962,4.7169868378940425,No
7.944050395755883,2.1463387542161487,Yes
5.168640242110818,3.460601523967799,No
6.707219625047056,2.4719047817394264,No
6.757874099905785,3.1541668170759247,No
8.956669169397063,3.6378716986542963,Yes
8.585782145949567,3.115604279987685,Yes
8.089987637958309,2.3111424712240782,Yes
6.854698237570648,2.6765956133714326,No
8.555092401582183,3.185684186488981,Yes
3.5411004223484914,4.031916756928595,No
4.862653141183372,2.863042218634374,No
8.947255655844659,3.8735498415271814,Yes
4.115634249697875,3.306402028942644,No
5.998746872871582,3.2422021072000606,No
7.074856522175832,2.3465860416056854,No
4.954893863387397,3.2471501806824037,No
4.65462822260506,3.658410095271365,No
4.25114754704529,3.5120683041512937,No
6.324069321197027,2.4518963299859227,No
4.334701282120851,4.034424278993342,No
5.910599810406792,2.534228570751464,No
5.3254274733159885,3.218544581917684,No
8.991803968928398,3.701641062524057,Yes
5.681919890572611,3.4750525866285846,No
6.512954389865544,2.4896194392556428,No
8.780451930898028,3.420670011441746,Yes
6.241635675974419,2.026874915036215,No
4.9663565730156085,2.678214419457362,No
6.0708295382852455,2.1123354853081633,No
7.145549798974833,1.509339607035989,No
5.963783956064034,2.4072155010918417,No
8.379395977928812,2.751010599235197,Yes
8.469012801676566,3.0234958325217915,Yes
8.355879791822849,2.4790739997437257,Yes
9.18084537776811,4.056101469149079,Yes
9.074232748709855,3.7580498195295737,Yes
8.001611051087886,2.2024621171763537,Yes
1.5652203669303342,3.7675475992584935,No
7.565888878664962,1.4506183370073293,No
8.467258502384439,2.8527053744946222,Yes
7.941065379860623,2.1298588630447366,Yes
4.390101060125888,3.4511780345686027,No
4.555976401596608,3.291300953796306,No
5.79473356499531,3.1937137712771633,No
3.2809667028391023,4.345241964913994,No
8.492665578416005,3.0157457249326702,Yes
4.401146554922205,4.015617721991549,No
6.302178480355964,3.4655116875777656,No
7.09204140018228,2.418046851562317,No
4.947235013452698,4.046836005286697,Yes
8.724640810402327,3.4495798250179566,Yes
9.13266551455691,4.048761794818271,Yes
6.436207149005335,2.306208873246673,No
8.325402914680163,2.7648523970692658,Yes
6.115264810085236,2.566622588030871,No
4.984296937023387,2.685438001841698,No
6.567882521496168,1.8575172555694375,No
7.23013591798054,1.248615766422757,No
7.960831063379431,1.1036378392998007,No
3.332884080727546,4.441128422892172,No
6.101155486611937,3.021370078254405,No
8.715982554783585,3.1089418595957037,Yes
4.172813618387555,4.84367819862919,No
5.724758728322587,3.17184504577847,No
8.465145887300856,2.9038951722830513,Yes
5.536376940326383,2.580216351122468,No
4.18536945388655,3.1313944301666,No
8.295357785305828,2.869094362015945,Yes
5.15092507517507,2.681181683078532,No
7.202880899562804,1.7304536781016908,No
7.2161810406821125,0.8795015538753344,Yes
8.250941810663743,2.441402033842671,Yes
4.315518775946557,3.369575208363823,No
8.92992879135003,3.6929046285497846,Yes
8.944047737681593,3.6132879576479104,Yes
9.22550775403632,4.025321733216533,Yes
8.10066894344495,2.4869783607609843,Yes
7.53014212425215,1.6506473473334637,No
8.8454671736032,3.43179011395777,Yes
7.8203296208140864,2.569916346193582,No
6.778579882697096,2.230497600191188,No
5.266539255180655,2.960911232975792,No
8.011495754157938,2.2750404168430354,Yes
6.6277565981969175,2.0568222868198656,No
6.930520916694308,2.464206641925773,No
5.6946751266343,1.791004002665603,No
4.252987829915207,3.7023693544670135,No
5.436390197510147,4.1388104280666775,No
4.680967446008014,3.5287093973730714,No
7.896448986157566,2.1963582433011037,Yes
9.47646074675326,4.439307173223003,Yes
9.196822223339947,4.067533736981563,Yes
2.58675709823196,4.936695106330549,No
7.610312471696095,1.5355460696150438,Yes
8.498920043085985,2.8334543882007814,Yes
8.988301772428022,3.5849472898830728,Yes
7.0603077766533255,3.0203633268406542,No
9.915992365522403,5.231886752521746,Yes
4.245861202712678,3.598378656362553,No
7.975586436425093,2.1295640012537316,Yes
7.195011860744174,2.915895724236547,No
7.273039434099296,1.2017117165341997,Yes
6.121998110525357,1.9172589022936033,No
3.523534336085084,3.820882914172337,No
6.924203253383485,1.9252046658521187,No
8.233583687543431,2.595994361266305,Yes
8.54310874123315,2.9117889479769032,Yes
6.405501915703618,2.967065643599746,No
6.364319361588603,2.355582494601051,No
8.084204625383373,2.3869786895054976,Yes
8.729398279187048,3.4225608359621065,Yes
5.733351666212756,2.608220269318246,No
5.789225526292751,2.214839961866005,No
8.203658246636861,2.518202669564482,Yes
8.11091146821768,2.3771963869914647,Yes
5.561157721972856,2.43208131749425,No
3.4831866741390933,4.573674040640218,No
7.858928456276529,1.6918206463824468,Yes
8.447258401590028,2.667312330386178,Yes
4.833130061022864,4.0658066874213885,No
8.579624657897826,3.0976738599187774,Yes
5.2787804390431585,3.1965438097235515,No
8.185948563158535,2.4910588061712886,Yes
8.005988477099601,2.206402927031704,Yes
8.65434726977484,3.305622892503073,Yes
9.338764280194521,4.26300545632584,Yes
4.32924815181361,4.260020415775285,No
6.713393908596469,2.94123950206852,No
5.971800848364804,2.1816590021184443,No
8.311555127877213,2.646539854988234,Yes
8.813935449773187,3.7243413660702602,Yes
8.92857973271061,3.6399948068401877,Yes
8.67135933432511,3.3847382694095165,Yes
7.602432768434837,1.6274758225469954,Yes
4.875836615938191,3.1337772636905568,No
5.241932746467734,2.9382934266200107,No
8.673742173791481,3.398478167473,Yes
7.642016023357496,1.6974332403761614,Yes
8.290880408195518,2.781737880108964,Yes
8.615448419065228,3.253246800411885,Yes
4.80034669304211,3.153722453015625,No
4.352273596929695,3.596394148314042,No
4.174304638732799,3.7611635490329003,No
7.953845159999529,2.2201776769553945,Yes
7.182410339436472,0.8620163883254572,Yes
8.591573043516961,3.1703457664191124,Yes
6.823764925794089,2.217900658678365,No
5.356150673005846,2.493046024970531,Yes
8.78540859056336,3.477551917405094,Yes
4.026157104039436,4.316812774502262,No
5.618283946693826,3.3136919981284096,No
3.947641917808296,3.5918482629238926,No
3.3275092260576997,4.666882507338671,No
8.70153878385879,3.248790863123827,Yes
8.679453589962634,3.4283536879676864,Yes
8.682323675132547,3.2847237739217845,Yes
5.7054131165975726,2.9850859269818013,No
9.059418489517725,3.7928165431557415,Yes
9.636068260779155,4.701669507683218,Yes
8.42781528274684,2.8129453360989904,Yes
